True Input,True Output,My Decoded Output,Matching or Not
aathma,ఆత్మ,ఆత్మ,Yes
satyaagrahanni,సత్యాగ్రహాన్ని,సత్యాగ్రహాన్ని,Yes
raalla,రాళ్ళ,రాళ్ళ,Yes
horettipotunnaaru,హోరెత్తిపోతున్నారు,హోరెత్తిపోతున్నారు,Yes
kattimchi,కట్టించి,కత్తించి,No
nammika,నమ్మిక,నమ్మికా,No
vyavaharinchaevaru,వ్యవహరించేవారు,వ్యహవరించేవారు,No
gajaraaju,గజరాజు,గజరాజు,Yes
wylie,వయ్లీ,వైలై,No
ruubber,రబ్బర్,రూబ్బర్,No
nirvaakam,నిర్వాకం,నిర్వాకం,Yes
organisation,ఆర్గనైజేషన్,ఓర్గనికేషన్,No
samdharshni,సమదర్శిని,సంధర్ష్ని,No
damoh,దమోహ్,దామోహ్,No
nowgong,నౌగాంగ్,నౌగోంగ్,No
paruchuuri,పరుచూరి,పరుచూరి,Yes
imtaa,ఇంతా,ఇంతా,Yes
chakma,చక్మా,చక్మ,No
daulatabad,దౌల్తాబాద్,దౌలతబబ్ద,No
rudruni,రుద్రుని,రుద్రుని,Yes
ajirnamu,అజీర్ణము,అజిర్ణము,No
perigipoyinappatiki,పెరిగిపోయినప్పటికీ,పెరిగిపోయినప్పటికీ,Yes
adhaulia,అధౌలియా,అధాలియా,No
daadi,దాడి,దాడి,Yes
abba,అబ్బా,ఎబ్బ,No
icici,ఐసీఐసీఐ,ఇసికీ,No
varnhimchaemduku,వర్ణించేందుకు,వర్ణించేందుకు,Yes
anukuntunnayi,అనుకుంటున్నాయి,అనుకుంటున్నాయి,Yes
aakaaraalu,ఆకారాలు,ఆకారాలు,Yes
global,గ్లోబల్,గ్లోబాల్,No
kutsitapu,కుత్సితపు,కుత్సితపు,Yes
patishthingaa,పటిష్ఠంగా,పటిష్ఠింగా,No
thisukogaane,తీసుకోగానే,తిసుకోగానే,No
innar,ఇన్నర్,ఇన్నార్,No
pillangrovi,పిల్లనగ్రోవి,పిల్లంగ్రోవ్,No
ratelaku,రేట్లకు,రాటేలకు,No
gajanna,గజన్న,గజన్న,Yes
fatehpur,ఫతేపూర్,ఫాతెఫూర్,No
gottamu,గొట్టము,గొట్టము,Yes
sitapur,సీతాపూర్,సితాపూర్,No
shailajaareddi,శైలజారెడ్డి,శైలజారెడ్డి,Yes
chaeyu,చేయు,చేయు,Yes
kattinchadam,కట్టించడం,కట్టించడం,Yes
newton,న్యూటన్,న్యూటన్,Yes
ware,వేర్,వారే,No
mruturaali,మృతురాలి,మృతురాలి,Yes
gharadi,గారడీ,ఘరాది,No
jacinto,జాసింటో,జసింటో,No
orugallunu,ఓరుగల్లును,ఓరుగల్లును,Yes
jeyumani,జేయుమని,జేయుమని,Yes
sastravettagaa,శాస్త్రవేత్తగా,శస్త్రవేత్తగా,No
waseem,వసీం,వాసీం,No
vaayis,వాయిస్,వాయిస్,Yes
byadmintan,బ్యాడ్మింటన్,బ్యాద్మింటన్,No
anuragalu,అనురాగాలు,అనురగలు,No
suresh,సురేశ్,సురేశ్,Yes
aadeshinchadam,ఆదేశించడం,ఆదేశించడం,Yes
thaakre,ఠాక్రే,ఠాక్రే,Yes
johara,జొహర,జోహరా,No
digajaarchukuntunna,దిగజార్చుకుంటున్న,దిగజార్చుకుంటున్నా,No
avondale,అవొండలే,అవోండలే,No
ketaayistunnaayani,కేటాయిస్తున్నాయని,కేటాయిస్తున్నాయని,Yes
lynchburg,లంచ్బర్గ్,లంచ్చబ్ర్గ్,No
kree,క్రీ,క్రీ,Yes
dayaananda,దయానంద,దయానంద,Yes
vachchinappati,వచ్చినప్పటి,వచ్చినప్పటి,Yes
maathyoos,మాథ్యూస్,మాత్యూస్,No
balagaalatoe,బలగాలతో,బలగాలతో,Yes
anakonda,అనకొండ,అనకొండ,Yes
sivasaenaku,శివసేనకు,శివసానకు,No
dopideeki,దోపిడీకి,దోపిడీకి,Yes
sariiramloeni,శరీరంలోని,సరీరంలోని,No
movers,మూవర్స్,మావర్స్,No
rawlani,రావ్లాని,రులాని,No
fertilizers,ఫెర్టిలైజర్స్,ఫెర్టిలైజర్స్,Yes
zavala,జవల,జవాల,No
abaddaala,అబద్ధాల,అబడ్దాల,No
maaphee,మాఫీ,మాఫీ,Yes
sarasota,సరసోట,సరసోట,Yes
securities,సెక్యూరిటీస్,సెక్యురిటీస్,No
kru,కృ,క్రు,No
gantyaada,గంట్యాడ,గంత్యాడ,No
anam,అనమ్,అన్్,No
columbus,కొలంబస్,కాలంబస్,No
tannina,తన్నిన,తన్నిన,Yes
mumbailoo,ముంబైలో,ముంబాలో,No
prakatanalaku,ప్రకటనలకు,ప్రకటనలకు,Yes
niyojakavargaallo,నియోజకవర్గాల్లో,నియోజకవర్గాల్లో,Yes
jind,జింద్,జిండ్,No
voice,వాయిస్,వోసైస్,No
ithara,ఇతర,ఇతర,Yes
ugravaadam,ఉగ్రవాదం,ఉగ్రవాదం,Yes
sastraalaku,శాస్త్రాలకు,శస్త్రాలకు,No
surjery,సర్జరీ,సూర్జీ,No
sevagram,సేవాగ్రామ్,సేవగ్రామ్,No
ghoramgaa,ఘోరంగా,ఘోరంగా,Yes
rachanala,రచనల,రచనల,Yes
machra,మాచ్రా,మచ్ర,No
nimishaniki,నిమిషానికి,నిమిషనికి,No
sabhyatvaanni,సభ్యత్వాన్ని,సభ్యత్వాన్ని,Yes
vesara,వేసారా,వేశారా,No
shivamogga,శివమొగ్గ,శివమాగగగ్గా,No
breweries,బ్రూవరీస్,బ్రూవరీల్,No
grastula,గ్రస్తుల,గ్రాస్తుల,No
ammee,అమ్మే,అమ్మీ,No
vennupotu,వెన్నుపోటు,వెన్నుపోటు,Yes
bigbaas,బిగ్బాస్,బిగ్బాస్,Yes
abhimanamto,అభిమానంతో,అభిమానంతో,Yes
chaerukunnappudu,చేరుకున్నప్పుడు,చేరుకున్నప్పుడు,Yes
mikki,మిక్కీ,మిక్కి,No
dominguez,డొమైన్గెజ్,డోమింగూజ్,No
parachimdi,పరచింది,పరచింది,Yes
chitrikarinchadaniki,చిత్రించడానికి,చిత్రీకరించడానికి,No
centro,సెంట్రో,సెంట్రో,Yes
raajyasabhalo,రాజ్యసభలో,రాజ్యసభలో,Yes
angelo,ఏంజెలో,అంజెలో,No
raamaaloni,రామాలోని,రామాలోని,Yes
telusukunevaariki,తెలుసుకునేవారికి,తెలుసుకునేవారికి,Yes
aanthoni,ఆంథోనీ,ఆంతోని,No
chestundaa,చేస్తుందా,చేస్తుందా,Yes
randall,రండల్,రండల్,Yes
coast,కోస్ట్,కోస్ట్,Yes
fullerton,ఫులర్టన్,ఫులర్టర్నో,No
oswal,ఓస్వాల్,ఓస్వాల్,Yes
veraval,వేరావల్,వెరవల్,No
bhuubhaalanu,భూభాగాలను,భూభాలను,No
churchinchalani,చర్చించాలని,చుర్చించలని,No
koraput,కోరాపుట్,కోరపుట్,No
reading,రీడింగ్,రీడింగ్,Yes
vijay,విజయ్,విజే,No
roogaalu,రోగాలు,రూగాలు,No
gorrelu,గొర్రెలు,గోర్రేలు,No
gaya,గయ,గాయ,No
kalaburagi,కలబురాగి,కలలబరగగి,No
besy,బేసి,బెసీ,No
prataaparudra,ప్రతాపరుద్ర,ప్రతపపుర్రద్ర,No
kulal,కులాల్,కులాల్,Yes
sakramamgaa,సక్రమంగా,సక్రమంగా,Yes
paluchana,పలుచన,పలుచన,Yes
perez,పెరెజ్,పెరెజ్,Yes
vijayanni,విజయాన్ని,విజయాన్ని,Yes
sunteck,సుంటెక్,సంటెక్,No
onmobile,ఆన్మొబైల్,ఓన్మోబైల్,No
zydus,జైడస్,జైడస్,Yes
eppatinuncho,ఎప్పటినుంచో,ఎప్పటినుంచో,Yes
charithrathmaka,చరిత్రాత్మక,చరిత్రత్మక,No
badhinchadu,బాధించాడు,బాధించాడు,Yes
mahankmadaan,మహంక్మాడాన్,మహమ్మక్మాదన్,No
cherukunnaru,చేరుకున్నారు,చేరుకున్నారు,Yes
ahaaramtoo,ఆహారంతో,ఆహారంతో,Yes
amtaloenae,అంతలోనే,అంతలోనే,Yes
iqbal,ఇక్బాల్,ఇక్బాల్,Yes
islands,ఐలాండ్స్,ఇస్లాండ్స్,No
bommalloo,బొమ్మల్లో,బొమ్మల్లో,Yes
kavitalaloe,కవితలలో,కవితలలో,Yes
pratiphalamgaa,ప్రతిఫలంగా,ప్రతిఫలంగా,Yes
baiswar,బైశ్వర్,బైస్వర్,No
shivpuri,శివ్పురి,శివ్పూరి,No
udayame,ఉదయమే,ఉదయమే,Yes
himadri,హిమద్రి,హిమాద్రి,No
antoniyo,ఆంటోనియో,అంటోనియో,No
varasa,వరస,వారస,No
maaradamto,మారడంతో,మారడంతో,Yes
tanakedo,తనకేదో,తనకేదో,Yes
kootiki,కూటికి,కూటికి,Yes
khaataadaarulaku,ఖాతాదారులకు,ఖాతాదారులకు,Yes
thamaku,తమకు,తమకు,Yes
chestunnaarantoo,చేస్తున్నారంటూ,చేస్తున్నారంటో,No
rakamagaanu,రకంగానూ,రకమగాను,No
budge,బడ్జ్,బడ్జె,No
saalaajar,సాలాజర్,సాలాజర్,Yes
afreen,అఫ్రీన్,అఫ్రీన్,Yes
marakalu,మరకలు,మరకలు,Yes
hazaribag,హజారీబాగ్,హజజరిబాగ్,No
khaidilanu,ఖైదీలను,ఖైదిలను,No
varshaabhaava,వర్షాభావ,వర్షాభావ,Yes
tattabotunnaayani,తట్టబోతున్నాయని,తట్టబోతున్నాయని,Yes
baadhyathalanu,బాధ్యతలను,బాధ్యతలను,Yes
brake,బ్రేక్,బ్రాకే,No
niiluni,నీలుని,నీలుని,Yes
maarchenduku,మార్చేందుకు,మార్చేందుకు,Yes
gond,గోంద్,గండ్,No
mplaku,ఎంపీలకు,మ్పాలకు,No
lekkana,లెక్కన,లెక్కన,Yes
finley,ఫిన్లీ,ఫిన్లే,No
oppesukuntundi,ఒప్పెసుకుంటుంది,ఒప్పేసుకుంటుంది,No
suraes,సురేశ్,సురేస్,No
elvee,ఎల్వీ,ఎల్వీ,Yes
jarugakundaa,జరుగకుండా,జరుగకుండా,Yes
chotuku,చోటుకు,చోటుకు,Yes
thiruppaavai,తిరుప్పావై,తిరుప్పావై,Yes
inela,ఈనెల,ఇనేలా,No
prajektulu,ప్రాజెక్టులు,ప్రాజెక్తులు,No
puttabotunnaadantoo,పుట్టబోతున్నాడంటూ,పుట్టబోతున్నాడంటూ,Yes
gantyada,గంట్యాడ,గంంత్యాడ,No
sampaadinchukuntaamannade,సంపాదించుకుంటామన్న,సంపాదించుకుంటామన్నదే,No
enchukunnaru,ఎంచుకున్నారు,ఎంచుకున్నారు,Yes
addupettukunnaarani,అడ్డుపెట్టుకున్నార,అడ్డుపెట్టుకున్నారని,No
durgapur,దుర్గాపూర్,దుర్గాపూర్,Yes
focus,ఫోకస్,ఫోకస్,Yes
mandamga,మందంగా,మందంగా,Yes
aibeeeslo,ఐబీఎస్లో,ఐబీస్లో,No
baharampur,బహరంపుర్,బహరాంపూర్,No
thaati,తాటి,తాటి,Yes
livermore,లివర్మోర్,లివర్మోర్,Yes
waybhase,వేభేస్,వయభాసే,No
draupadithoo,ద్రౌపదితో,ద్రుపడితో,No
puvvulato,పువ్వులతో,పువ్వులతో,Yes
vaijayanti,వైజయంతీ,వైజయంతి,No
kanchan,కంచన్,కంచన్,Yes
durgavanshi,దుర్గావంశీ,దుర్గవన్షి,No
lein,లేన్,లీన్,No
dalton,డాల్టన్,డాల్టన్,Yes
banda,బండా,బండా,Yes
devisriprasad,దేవిశ్రీప్రసాద్,దెవిసెర్ప్రసాద్,No
hechdee,హెచ్డీ,హెచ్డీ,Yes
mataachaaraalanu,మతాచారాలను,మతాచారాలను,Yes
laguna,లగున,లగునా,No
successes,సక్సెస్,సక్సెసెస్,No
gandhimathi,గాంధిమతి,గాంధిమతి,Yes
colorado,కొలరాడో,కొలోరాడో,No
tagginchukunnanani,తగ్గించుకున్నానని,తగ్గించుకున్నానని,Yes
konasaginavaru,కొనసాగినవారు,కొనసాగినవారు,Yes
amayaka,అమాయక,అమాయక,Yes
bhagalaku,భాగాలకు,భాగాలకు,Yes
kosuuri,కోసూరి,కోసూరి,Yes
udikinchi,ఉడికించి,ఉడికించి,Yes
dal,దళ్,డెల్,No
khateeja,ఖతీజ,ఖత్జీ,No
tappukunna,తప్పుకున్న,తప్పుకున్న,Yes
aaroohana,ఆరోహణ,ఆరోహన,No
avataaraalu,అవతారాలు,అవతారాలు,Yes
riverside,రివర్సైడ్,రివర్సైడ్డ్,No
alhambra,అల్హంబ్రా,అలంహ్రా,No
praarambhinchukobotunna,ప్రారంభించుకోబోతున,ప్రారంభించుకోబోతున్న,No
padutunnaa,పడుతున్నా,పడుతున్నా,Yes
pekku,పెక్కు,పెక్కు,Yes
ardhalanu,అర్ధాలను,అర్థలను,No
labs,ల్యాబ్స్,లాబ్స్,No
nrutyaaniki,నృత్యానికి,నృత్యానికి,Yes
lakhmani,లక్మని,లఖ్మాని,No
jaawed,జావేద్,జావెడ్,No
narwar,నర్వర్,నర్వార్,No
jamloki,జమ్లోకీ,జంలోకి,No
saharanpur,సహారన్పూర్,సహరాపూర్,No
dhanya,ధాన్య,ధన్య,No
ovaipu,ఓవైపు,ఓవైపు,Yes
french,ప్రెంచ్,ఫ్రెంచ్,No
cheyuvaaru,చేయువారు,చేయువారు,Yes
taditarulatoe,తదితరులతో,తదితరులతో,Yes
menon,మీనన్,మెనోన్,No
bahishkaristuu,బహిష్కరిస్తూ,బహిష్కరిస్తూ,Yes
shaeshayya,శేషయ్య,శేషయ్య,Yes
paalayyaadu,పాలయ్యాడు,పాలయ్యాడు,Yes
kunthii,కుంతీ,కుంతీ,Yes
negi,నెగి,నెగి,Yes
dorukutundanukunna,దొరుకుతుందనుకున్న,దొరుకుతుందనుకున్న,Yes
padmamuyokka,పద్మముయొక్క,పద్మముయొక్క,Yes
atuvantodenaa,అటువంటోడేనా,అటువంతోడేనా,No
guduri,గూడూరి,గుదూరి,No
livonia,లివోనియా,లివోనియా,Yes
padagottaaru,పడగొట్టారు,పడగొట్టారు,Yes
therakundaa,తీరకుండా,తేరకుండా,No
mangaluru,మంగళూరు,మంగలూరు,No
whiisky,విస్కీ,వీష్కీ,No
vein,వేన్,వీనిన్,No
whisqey,విస్కీ,విష్సీ,No
belagavi,బెళగావి,బెలగావి,No
aavaginjamta,ఆవగింజంత,ఆవగింజంత,Yes
hrudayamthoo,హృదయంతో,హృదయంతో,Yes
veyandantoo,వేయండంటూ,వేయందంటో,No
andhramu,ఆంధ్రము,ఆంధ్రము,Yes
vamtakaalu,వంటకాలు,వంతకాలు,No
navanit,నవనీత్,నవననిత్,No
mera,మేర,మేరా,No
sashyashyamalam,సస్యశ్యామలం,సష్యమ్యమలం,No
ivi,ఈవ్,ఇవిఐ,No
panghal,పంఘాల్,పంఘాల్,Yes
mosae,మోసే,మోసే,Yes
terrarism,టెర్రరిజం,టెర్రరిజమ్,No
ow,ఔ,ఓవ,No
aagakundaa,ఆగకుండా,ఆగకుండా,Yes
chestaam,చేస్తాం,చేస్తాం,Yes
patakaalanu,పతకాలను,పతకాలను,Yes
medisins,మెడిసిన్స్,మెడిసిన్స్,Yes
naayakulugaa,నాయకులుగా,నాయకులుగా,Yes
hrudayam,హృదయం,హృదయం,Yes
biocon,బయోకొన్,బియోకాన్,No
itivruttaalu,ఇతివృత్తాలు,ఇతివృత్తాలు,Yes
vir,వీర్,విర్,No
geluchukonundani,గెలుచుకోనుందని,గెలుచుకొనుందని,No
eemadhyee,ఈమధ్యే,ఈమడ్యే,No
chebutunte,చెబుతుంటే,చెబుతుంటే,Yes
vaddhannaa,వద్దన్నా,వద్ధన్నా,No
alochanalanu,ఆలోచనలను,ఆలోచనలను,Yes
thaleththi,తలెత్తి,తలేత్తి,No
ticket,టికెట్,టికెట్,Yes
paamditya,పాండిత్య,పాండిత్య,Yes
tolinallalo,తొలినాళ్ళలో,తోలినల్లలో,No
suchinche,సూచించే,సుచించే,No
shajapur,షాజాపూర్,షాజాపూర్,Yes
berwyn,బెర్వీన్,బర్నీ,No
behar,బీహార్,బెహర్,No
pattukovaalani,పట్టుకోవాలని,పట్టుకోవాలని,Yes
dhaasooham,దాసోహం,దాసోహం,Yes
giridih,గిరిదిః,గిరిడిహ్,No
magani,మగని,మగని,Yes
mayooram,మయూరం,మాూరం,No
ardhamlo,అర్థంలో,అర్ధంలో,No
nirminchukunnaa,నిర్మించుకున్నా,నిర్మించుకున్నా,Yes
ayodhya,అయోధ్య,అయోధ్య,Yes
chandigarh,చండీగఢ్,చందిగార్,No
chinnathanam,చిన్నతనం,చిన్నతనం,Yes
techchukuntunnaarante,తెచ్చుకుంటున్నారంట,తెచ్చుకుంటున్నారంటే,No
telipinatleenani,తెలిపినట్లేనని,తెలిపినట్లేనని,Yes
cheyenne,చెయెన్నె,చేయెన్నే,No
shabbir,షబ్బీర్,షబ్బీర్,Yes
vaanni,వాణ్ణి,వాన్ని,No
vegas,వేగాస్,వేగాస్,Yes
para,పార,పరాా,No
lobhiraajulanu,లోభిరాజులను,లోభిరాజులను,Yes
apex,అపెక్స్,అపెక్స్,Yes
mungita,ముంగిట,ముంగిత,No
sariiramloeki,శరీరంలోకి,సరీరంలోకి,No
punzab,పంజాబ్,పుంజాబ్,No
upayogichaalanukune,ఉపయోగించాలనుకునే,ఉపయోగిచాలనుకునే,No
ojha,ఓజా,ఒష్,No
intintiki,ఇంటింటికి,ఇంటింటికి,Yes
edhigindhi,ఎదిగింది,ఎధిగింది,No
koppula,కొప్పుల,కొప్పుల,Yes
uchchulu,ఉచ్చులు,ఉచ్చులు,Yes
kaligenu,కలిగెను,కలిగెను,Yes
tinsukia,టిన్సుకియా,తిన్సుకియా,No
lohamtoe,లోహంతో,లోహంతో,Yes
chhindwara,చింద్వారా,చింద్వారా,Yes
samputalu,సంపుటాలు,సంపుతలు,No
phaaloe,ఫాలో,ఫాలో,Yes
crosse,క్రాసే,క్రాస్,No
raayi,రాయి,రాయి,Yes
dhaivaaniki,ధైవానికి,ధైవానికి,Yes
shastrachikitsalu,శస్త్రచికిత్సలు,శస్తర్చికిత్సలు,No
worldwide,వరల్డ్వైడ్,వోర్ల్వ్డివ్,No
maart,మార్ట్,మార్ట్,Yes
tulshidas,తులసీదాస్,తలలషిదాస్,No
divyabharathi,దివ్యభారతి,దివ్యభరతి,No
ahalya,అహల్యా,ఆహల్య,No
hrudayamto,హృదయంతో,హృదయంతో,Yes
jay,జయ్,జే,No
tdpki,టిడిపికి,ట్పిక్కీ,No
thelusukoovatam,తెలుసుకోవటం,తెలుసుకోవటం,Yes
masamalu,మాసములు,మసమాలు,No
pakistan,పాకిస్థాన్,పకిస్తాన్,No
nivaasaanni,నివాసాన్ని,నివాసాన్ని,Yes
paalapunta,పాలపుంత,పాలపుంట,No
sarihaddulalo,సరిహద్దులలో,సరిహద్దులలో,Yes
paaraayana,పారాయణ,పారాయన,No
vahinchindi,వహించింది,వహించింది,Yes
forest,ఫారెస్ట్,ఫోరెస్ట్,No
varasaku,వరసకు,వరసకు,Yes
cheesukuntunnaarannadi,చేసుకుంటున్నారన్నద,చీసుకుంటున్నారన్నది,No
slooveeniyaa,స్లోవేనియా,స్లోవీనియా,No
nadaf,నదాఫ్,నదద్,No
kuuragaayalanu,కూరగాయలను,కూరగాయలను,Yes
yeyappudu,య్యేప్పుడు,యెయప్పుడు,No
kanvenshan,కన్వెన్షన్,కన్వెష్్నా,No
suri,సూరి,సురా,No
larsen,లర్సెన్,లార్సెన్,No
anusandaanamai,అనుసంధానమై,అనుసందానమై,No
gelupondi,గెలుపొంది,గెలుపోంది,No
kuki,కుకీ,కుకి,No
baaji,బాజీ,బాజి,No
pol,పోల్,పోల్,Yes
sannahalu,సన్నాహాలు,సన్నహాలు,No
bellingham,బెల్లింగ్హామ్,బెల్లింగం,No
nirodhinchadaaniki,నిరోధించడానికి,నిరోధించడానికి,Yes
huffman,హఫ్మాన్,హఫ్మాన్,Yes
control,కంట్రోల్,కాంట్రోల్,No
ayinappu,అయినప్పు,అయినప్పు,Yes
ajeez,అజీజ్,అజీజ్,Yes
ryaaleeloo,ర్యాలీలో,ర్యాలీలో,Yes
monte,మొంటే,మొంటె,No
fertilisers,ఫెర్టిలైజర్స్,ఫెర్టిలిసర్స్,No
theratipally,తెరటిపల్లి,తెరటిపాల్లి,No
annimtinii,అన్నింటినీ,అన్నింటినీ,Yes
chusukovalippudu,చూసుకోవాలిప్పుడు,చూసుకోవాలిప్పుడు,Yes
guma,గుమ్మా,గుమా,No
enchukunnaadu,ఎంచుకున్నాడు,ఎంచుకున్నాడు,Yes
gurtuchesukunnaaru,గుర్తుచేసుకున్నారు,గుర్తుచేసుకున్నారు,Yes
bhawanaalaku,భవనాలకు,భవానాలకు,No
mamtapamu,మంటపము,మంతపాము,No
vyavaharinchaarannaarani,వ్యవహరించారన్నారని,వ్యవహరించారన్నారని,Yes
chaeraadani,చేరాడని,చేరాదని,No
quraishi,కురైషి,కురైశీ,No
astram,అస్త్రం,ఆస్త్రం,No
aahaaramugaa,ఆహారముగా,ఆహారముగా,Yes
stree,స్త్రీ,స్త్రీ,Yes
manipur,మణిపూర్,మానీపూర్,No
balagaalato,బలగాలతో,బలగాలతో,Yes
mills,మిల్స్,మిల్ల్స్,No
bush,బుష్,బయ్,No
loehiyaa,లోహియా,లోహియా,Yes
ekkinchaalanukunnaaru,ఎక్కించాలనుకున్నార,ఎక్కించాలనుకున్నారు,No
nirnayaalato,నిర్ణయాలతో,నిర్ణయాలతో,Yes
chestunnaarannaadani,చేస్తున్నారన్నాడని,చేస్తున్నారన్నాడని,Yes
toulmin,టౌల్మిన్,టౌలిమ్న్,No
uttama,ఉత్తమ,ఉత్తమా,No
chattabaddhamaina,చట్టబద్దమైన,చట్టబద్ధమైన,No
vivaahetara,వివాహేతర,వివాహేతర,Yes
hercules,హెర్క్యులస్,హరర్క్లేస్,No
sikar,సికర్,సికార్,No
nelakoolaadu,నేలకూలాడు,నెలకొలాడు,No
baetaalha,బేతాళ,బేటాల,No
vyasanamgaa,వ్యసనంగా,వ్యసానంగా,No
paalapuntha,పాలపుంత,పాలపుంట,No
thaatipoodi,తాటిపూడి,తాటిపోడి,No
sikshanato,శిక్షణతో,శిక్షణతో,Yes
sienyaanni,సైన్యాన్ని,సీన్యాన్ని,No
chestondanee,చేస్తోందనీ,చేస్తోందనీ,Yes
digvijay,దిగ్విజయ్,దిగ్విజే,No
jagdalpur,జగదల్పూర్,జగ్దల్పూర్,No
chihnanni,చిహ్నాన్ని,చిహ్నాన్ని,Yes
vahinchimdi,వహించింది,వహించింది,Yes
universiteelo,యూనివర్శిటీలో,యూనిర్విసీటీలో,No
itharamulu,ఇతరములు,ఇతరములు,Yes
vaasudevaraavu,వాసుదేవరావు,వాసుదేవరావు,Yes
grapevine,గ్రేప్వైన్,గ్రాపేవిన్,No
mala,మాలా,మలక,No
damarukam,ఢమరుకం,దామరుకం,No
varthapathrikala,వార్తాపత్రికల,వర్తపత్రికల,No
taanugaa,తానుగా,తాణుగా,No
vidyaardhigaa,విద్యార్ధిగా,విద్యార్ధిగా,Yes
chainiiyula,చైనీయుల,చైనీయుల,Yes
ennadu,ఎన్నడూ,ఎన్నాడు,No
vimaanaallo,విమానాల్లో,విమానాల్లో,Yes
pasitiv,పాజిటివ్,పసిటివ్,No
undavani,ఉండవని,ఉండావని,No
kariveepaaku,కరివేపాకు,కరివీపాకు,No
surgeri,సర్జరీ,సుర్గేరి,No
renuka,రేణుక,రేణుక,Yes
chattabaddham,చట్టబద్ధం,చట్టబద్ధం,Yes
laadiga,లాదిగ,లాడిగా,No
mahesana,మెహసాణా,మహేసాన,No
chandra,చంద్ర,చంద్ర,Yes
erpadaka,ఏర్పడక,ఏర్పడకా,No
taralivelledi,తరలివెళ్లేది,తరలివెళ్లేది,Yes
avathaaraalu,అవతారాలు,అవతారాలు,Yes
perlanu,పేర్లను,పేర్లను,Yes
innovation,ఇన్నోవేషన్,ఇన్నోవేషన్,Yes
medali,మెడలి,మేదలి,No
aamodinchaaru,ఆమోదించారు,ఆమోదించారు,Yes
bediripoyaarani,బెదిరిపోయారని,బెదిరిపోయారని,Yes
paarudala,పారుదల,పారుడల,No
aayurvedam,ఆయుర్వేదం,ఆయుర్వేదం,Yes
ahmadnagar,అహ్మద్నగర్,అహ్మదదనగర్,No
dhashaabdhaalu,దశాబ్దాలు,ధశాభ్ధాలు,No
mm,ఎంఎం,మింఎ                ,No
paatavi,పాతవి,పాటవి,No
lawson,లాసన్,లావోసన్,No
graamaala,గ్రామాల,గ్రామాల,Yes
konasaaginavaaru,కొనసాగినవారు,కొనసాగినవారు,Yes
pradesh,ప్రదేశ్,ప్రదేశ్,Yes
amaravati,అమరావతి,అమరావతి,Yes
villarreal,విల్లారెయల్,విల్లర్రీల్,No
perukupoyina,పేరుకుపోయిన,పేరుకుపోయిన,Yes
sandarbhamuga,సందర్భముగా,సందర్భముగా,Yes
kar,కర్,కర్,Yes
weymouth,వేమౌత్,వైమౌత్,No
parisramalalo,పరిశ్రమలలో,పరిశ్రమలలో,Yes
andhinchukuntunna,అందించుకుంటున్న,అంధించుకుంటున్న,No
mahaakootamilo,మహాకూటమిలో,మహాకూటమిలో,Yes
raakanu,రాకను,రాకను,Yes
maanusha,మానుష,మానుష,Yes
nolpaaj,నోల్పాజ్,నోల్పాజ్,Yes
malda,మల్డ,మాల్డా,No
reserve,రిజర్వ్,రిసరర్వే,No
meedhoo,మేధో,మీదూ,No
aracheethini,అరచేతిని,అరచీతిని,No
mohandas,మోహన్దాస్,మొహందాస్,No
siddiqui,సిద్దిఖీ,సిద్దికీ,No
annadanam,అన్నదానం,అన్నదనం,No
prasad,ప్రసాద్,ప్రసాద్,Yes
intho,ఇంతో,ఇంతో,Yes
padhe,పదే,పడే,No
choodakoodadanukuntunnadi,చూడకూడదనుకుంటున్నద,చూడకోడకనుకుంటన్నది,No
cler,క్లియర్,క్లర్,No
rattayya,రత్తయ్య,రత్తయ్య,Yes
aazaadh,ఆజాద్,ఆజాధ్,No
vaasudheva,వాసుదేవ,వాసుదేవ,Yes
pradeep,ప్రదీప్,ప్రదీప్,Yes
baedii,బేడీ,బేడీ,Yes
taataaraavu,తాతారావు,తాతారావు,Yes
comic,కామిక్,కాకిక్,No
minsipal,మున్సిపల్,మిన్సిపాల్,No
paalpadinattu,పాల్పడినట్టు,పాల్పడినట్టు,Yes
kamaljaa,కమల్జా,కమల్జా,Yes
sakramaina,సక్రమమైన,సక్రమైన,No
istundani,ఇస్తుందని,ఇస్తుందని,Yes
balapadutuu,బలపడుతూ,బలపడుతూ,Yes
taakidi,తాకిడి,తాకిది,No
stafford,స్టాఫోర్డ్,స్టాఫ్ఫోర్డ్,No
sahakaristundannaadu,సహకరిస్తుందన్నాడు,సహకరిస్తుందన్నాడు,Yes
ennadoo,ఎన్నడూ,ఎన్నడూ,Yes
mutyalu,ముత్యాలు,ముత్యాలు,Yes
biocon,బయోకాన్,బియోకాన్,No
dharalu,ధరలు,ధరలు,Yes
aventura,అవెంటురా,అవెంటురా,Yes
samaddar,సమద్దర్,సమదద్దర్,No
vargiikaranaku,వర్గీకరణకు,వర్గికరణకు,No
gadge,గాడ్జ్,గ్డేజ్,No
narasingaraavu,నరసింగరావు,నరసింగరావు,Yes
saarinchindi,సారించింది,సారించింది,Yes
edigaaru,ఎదిగారు,ఎదిగారు,Yes
deniki,దేనికి,దేనికి,Yes
teesukovaalannaaru,తీసుకోవాలన్నారు,తీసుకోవాలన్నారు,Yes
prathibimbaanni,ప్రతిబింబాన్ని,ప్రతిబింబాన్ని,Yes
