True Input,True Output,My Decoded Output,Matching or Not
aakaaraalu,ఆకారాలు,ఆకారాలు,Yes
global,గ్లోబల్,గ్లోబాల్,No
kutsitapu,కుత్సితపు,కుట్సితపు,No
patishthingaa,పటిష్ఠంగా,పటిష్థింగా,No
thisukogaane,తీసుకోగానే,తిసుకోగానే,No
innar,ఇన్నర్,ఇన్నార్,No
pillangrovi,పిల్లనగ్రోవి,పిల్లంగ్రోవి,No
ratelaku,రేట్లకు,రాటలలకు,No
gajanna,గజన్న,గజన్న,Yes
fatehpur,ఫతేపూర్,ఫాతహపూర్,No
gottamu,గొట్టము,గొత్తము,No
sitapur,సీతాపూర్,సితాపూర్,No
shailajaareddi,శైలజారెడ్డి,శైజాారెడ్డి,No
chaeyu,చేయు,చేయు,Yes
kattinchadam,కట్టించడం,కట్టించడం,Yes
newton,న్యూటన్,నెవ్టన్,No
ware,వేర్,వారే,No
mruturaali,మృతురాలి,మృతురాలి,Yes
gharadi,గారడీ,ఘనరిది,No
jacinto,జాసింటో,జాసింటో,Yes
orugallunu,ఓరుగల్లును,ఓరుగల్లును,Yes
jeyumani,జేయుమని,జేయుమని,Yes
sastravettagaa,శాస్త్రవేత్తగా,శస్త్రవేత్తగా,No
waseem,వసీం,వేీమ్,No
vaayis,వాయిస్,వాయిస్,Yes
byadmintan,బ్యాడ్మింటన్,బ్యామ్మిన్్,No
anuragalu,అనురాగాలు,అనుగరాలు,No
suresh,సురేశ్,సురీష్,No
aadeshinchadam,ఆదేశించడం,ఆదేధించడం,No
thaakre,ఠాక్రే,తాక్రే,No
johara,జొహర,జోహారా,No
digajaarchukuntunna,దిగజార్చుకుంటున్న,దిగజార్చుకుంటున్న,Yes
avondale,అవొండలే,అవోందలే,No
ketaayistunnaayani,కేటాయిస్తున్నాయని,కేతాయిస్తున్నాయని,No
lynchburg,లంచ్బర్గ్,లింగ్బర్గ్,No
kree,క్రీ,క్రీ,Yes
dayaananda,దయానంద,దయానంద,Yes
vachchinappati,వచ్చినప్పటి,వచ్చినప్పటి,Yes
maathyoos,మాథ్యూస్,మాతోస్,No
balagaalatoe,బలగాలతో,బలగాలతో,Yes
anakonda,అనకొండ,అనకొండ,Yes
sivasaenaku,శివసేనకు,శివసేనకు,Yes
dopideeki,దోపిడీకి,దోపిడీకి,Yes
sariiramloeni,శరీరంలోని,శరీరంలోని,Yes
movers,మూవర్స్,మోవర్స్,No
rawlani,రావ్లాని,రావలలని,No
fertilizers,ఫెర్టిలైజర్స్,ఫెర్టైలర్స్,No
zavala,జవల,జవాలా,No
abaddaala,అబద్ధాల,అబ్ద్దాల,No
maaphee,మాఫీ,మాఫీ,Yes
sarasota,సరసోట,సరసోత,No
securities,సెక్యూరిటీస్,సెక్రూటిస్,No
kru,కృ,క్రూరు,No
gantyaada,గంట్యాడ,గంత్యాద,No
anam,అనమ్,అనన్,No
columbus,కొలంబస్,కాలంబస్,No
tannina,తన్నిన,తన్నినా,No
mumbailoo,ముంబైలో,ముంబైలో,Yes
prakatanalaku,ప్రకటనలకు,ప్రకటనలకు,Yes
niyojakavargaallo,నియోజకవర్గాల్లో,నియోజకర్వాగాల్లో,No
jind,జింద్,జిండ్,No
voice,వాయిస్,వైనిస్,No
ithara,ఇతర,ఇతరా,No
ugravaadam,ఉగ్రవాదం,ఉగ్రవాదం,Yes
sastraalaku,శాస్త్రాలకు,శాస్త్రాలకు,Yes
surjery,సర్జరీ,సుర్జరీ,No
sevagram,సేవాగ్రామ్,సేవగ్రం,No
ghoramgaa,ఘోరంగా,ఘోరంగా,Yes
rachanala,రచనల,రచనల,Yes
machra,మాచ్రా,మచ్చా,No
nimishaniki,నిమిషానికి,నిమిషనికి,No
sabhyatvaanni,సభ్యత్వాన్ని,సభ్యత్వాన్ని,Yes
vesara,వేసారా,వేసారా,Yes
shivamogga,శివమొగ్గ,శివమోగ్గా,No
breweries,బ్రూవరీస్,బ్రెవరీస్,No
grastula,గ్రస్తుల,గ్రస్టుల,No
ammee,అమ్మే,అమ్మీ,No
vennupotu,వెన్నుపోటు,వెన్నుపోతు,No
bigbaas,బిగ్బాస్,బిగ్బాస్,Yes
abhimanamto,అభిమానంతో,అభిమానంతో,Yes
chaerukunnappudu,చేరుకున్నప్పుడు,చేరుకున్నప్పుడు,Yes
mikki,మిక్కీ,మిక్కి,No
dominguez,డొమైన్గెజ్,డోమింజెజ్,No
parachimdi,పరచింది,పరచింది,Yes
chitrikarinchadaniki,చిత్రించడానికి,చిత్రికరించడానికి,No
centro,సెంట్రో,సెంట్రో,Yes
raajyasabhalo,రాజ్యసభలో,రాజ్యసభలో,Yes
angelo,ఏంజెలో,అంగెలో,No
raamaaloni,రామాలోని,రామాలోని,Yes
telusukunevaariki,తెలుసుకునేవారికి,తెలుసుకునేవారికి,Yes
aanthoni,ఆంథోనీ,ఆంతోని,No
chestundaa,చేస్తుందా,చేస్తుందా,Yes
randall,రండల్,రాండల్,No
coast,కోస్ట్,కోస్ట్,Yes
fullerton,ఫులర్టన్,ఫులర్్టన్,No
oswal,ఓస్వాల్,ఒస్వాల్,No
veraval,వేరావల్,వెరవల్,No
bhuubhaalanu,భూభాగాలను,భూభాలను,No
churchinchalani,చర్చించాలని,చూర్చించాలని,No
koraput,కోరాపుట్,కోరపూ్,No
reading,రీడింగ్,రీడింగ్,Yes
vijay,విజయ్,విజయ్,Yes
roogaalu,రోగాలు,రూగాలు,No
gorrelu,గొర్రెలు,గోర్రెలు,No
gaya,గయ,గాయా,No
kalaburagi,కలబురాగి,కలాబురాగి,No
besy,బేసి,బేసీ,No
prataaparudra,ప్రతాపరుద్ర,ప్రతాపాదుర్ర,No
kulal,కులాల్,కులాల్,Yes
sakramamgaa,సక్రమంగా,సక్రమంగా,Yes
paluchana,పలుచన,పలుచన,Yes
perez,పెరెజ్,పెరెజ్,Yes
vijayanni,విజయాన్ని,విజయన్ని,No
sunteck,సుంటెక్,సుంటెక్,Yes
onmobile,ఆన్మొబైల్,ఒంబోమిల్,No
zydus,జైడస్,జెడస్,No
eppatinuncho,ఎప్పటినుంచో,ఎప్పటినుంచో,Yes
charithrathmaka,చరిత్రాత్మక,చరిత్రత్మక,No
badhinchadu,బాధించాడు,బాధించదు,No
mahankmadaan,మహంక్మాడాన్,మహం్మకదానన్,No
cherukunnaru,చేరుకున్నారు,చేరుకున్నారు,Yes
ahaaramtoo,ఆహారంతో,అహారంతో,No
amtaloenae,అంతలోనే,అంతలోనే,Yes
iqbal,ఇక్బాల్,ఇక్బల్,No
islands,ఐలాండ్స్,ఇస్లండ్స్,No
bommalloo,బొమ్మల్లో,బొమ్మాల్లో,No
kavitalaloe,కవితలలో,కవితలలో,Yes
pratiphalamgaa,ప్రతిఫలంగా,ప్రతిఫలంగా,Yes
baiswar,బైశ్వర్,బైస్వర్,No
shivpuri,శివ్పురి,శివ్పూరి,No
udayame,ఉదయమే,ఉదయమే,Yes
himadri,హిమద్రి,హిమాద్రి,No
antoniyo,ఆంటోనియో,అంతోనియో,No
varasa,వరస,వరరాసా,No
maaradamto,మారడంతో,మారాడంతో,No
tanakedo,తనకేదో,తనకెడో,No
kootiki,కూటికి,కూటికి,Yes
khaataadaarulaku,ఖాతాదారులకు,ఖాతాదారులకు,Yes
thamaku,తమకు,తామకు,No
chestunnaarantoo,చేస్తున్నారంటూ,చేస్తున్నారంటూ,Yes
rakamagaanu,రకంగానూ,రకకమగాను,No
budge,బడ్జ్,బుడ్జె,No
saalaajar,సాలాజర్,సాలాజర్,Yes
afreen,అఫ్రీన్,ఆఫ్రీన్,No
marakalu,మరకలు,మరకాలు,No
hazaribag,హజారీబాగ్,హాాాబిగాగ్,No
khaidilanu,ఖైదీలను,ఖాలిడలను,No
varshaabhaava,వర్షాభావ,వర్షాభావ,Yes
tattabotunnaayani,తట్టబోతున్నాయని,తట్టబోతున్నాయని,Yes
baadhyathalanu,బాధ్యతలను,బాధ్యతలను,Yes
brake,బ్రేక్,బ్రాకే,No
niiluni,నీలుని,నీలుని,Yes
maarchenduku,మార్చేందుకు,మార్చేందుకు,Yes
gond,గోంద్,గోండ్,No
mplaku,ఎంపీలకు,మ్ప్లకు,No
lekkana,లెక్కన,లెక్కనా,No
finley,ఫిన్లీ,ఫిన్లీ,Yes
oppesukuntundi,ఒప్పెసుకుంటుంది,ఒప్పేసుకుంటుంది,No
suraes,సురేశ్,సురేస్,No
elvee,ఎల్వీ,ఎల్వీ,Yes
jarugakundaa,జరుగకుండా,జరుగకుండా,Yes
chotuku,చోటుకు,చోటుకు,Yes
thiruppaavai,తిరుప్పావై,తిరుప్పావై,Yes
inela,ఈనెల,ఇనేలా,No
prajektulu,ప్రాజెక్టులు,ప్రజెక్తులు,No
puttabotunnaadantoo,పుట్టబోతున్నాడంటూ,పుట్టబోతున్నాడంటూ,Yes
gantyada,గంట్యాడ,గాంత్యద,No
sampaadinchukuntaamannade,సంపాదించుకుంటామన్న,సంపాదించుకున్నాడంే,No
enchukunnaru,ఎంచుకున్నారు,ఎంచుకున్నారు,Yes
addupettukunnaarani,అడ్డుపెట్టుకున్నార,అడ్డుపెట్టుకున్నారని,No
durgapur,దుర్గాపూర్,దుర్గాపూర్,Yes
focus,ఫోకస్,ఫోకస్,Yes
mandamga,మందంగా,మాండంగా,No
aibeeeslo,ఐబీఎస్లో,ఐయీబీల్లో,No
baharampur,బహరంపుర్,బహాంరూపూర్,No
thaati,తాటి,తాటి,Yes
livermore,లివర్మోర్,లివర్మోర్,Yes
waybhase,వేభేస్,వాభేజ్,No
draupadithoo,ద్రౌపదితో,ద్రాపడితో,No
puvvulato,పువ్వులతో,పువ్వులతో,Yes
vaijayanti,వైజయంతీ,వైజయంతి,No
kanchan,కంచన్,కానచన్,No
durgavanshi,దుర్గావంశీ,దుర్గవాంషి,No
lein,లేన్,లీన్,No
dalton,డాల్టన్,డాల్టన్,Yes
banda,బండా,బండా,Yes
devisriprasad,దేవిశ్రీప్రసాద్,దేవిప్రిస్రద్,No
hechdee,హెచ్డీ,హెచ్దీ,No
mataachaaraalanu,మతాచారాలను,మతాచారాలను,Yes
laguna,లగున,లాగున,No
successes,సక్సెస్,సక్సెసెస్,No
gandhimathi,గాంధిమతి,గాంధిమతి,Yes
colorado,కొలరాడో,కోలోరాడో,No
tagginchukunnanani,తగ్గించుకున్నానని,తగ్గించుకున్నానని,Yes
konasaginavaru,కొనసాగినవారు,కొనసాగనివారు,No
amayaka,అమాయక,అమయయక,No
bhagalaku,భాగాలకు,భాగలకు,No
kosuuri,కోసూరి,కోసూరి,Yes
udikinchi,ఉడికించి,ఉడికించి,Yes
dal,దళ్,డాల్,No
khateeja,ఖతీజ,ఖాతీజ,No
tappukunna,తప్పుకున్న,తప్పుకున్న,Yes
aaroohana,ఆరోహణ,ఆరోహన,No
avataaraalu,అవతారాలు,అవతారాలు,Yes
riverside,రివర్సైడ్,రివర్సైడ్,Yes
alhambra,అల్హంబ్రా,అలంభంబ్ర,No
praarambhinchukobotunna,ప్రారంభించుకోబోతున,ప్రారంభించుకోబోతున్న,No
padutunnaa,పడుతున్నా,పడుతున్నా,Yes
pekku,పెక్కు,పెక్కు,Yes
ardhalanu,అర్ధాలను,అర్ధలను,No
labs,ల్యాబ్స్,లాబ్స్,No
nrutyaaniki,నృత్యానికి,నృత్యానికి,Yes
lakhmani,లక్మని,లఖ్మని,No
jaawed,జావేద్,జావెడ్,No
narwar,నర్వర్,నర్వార్,No
jamloki,జమ్లోకీ,జంలోకి,No
saharanpur,సహారన్పూర్,సహానూరూర్,No
dhanya,ధాన్య,ధనన్యా,No
ovaipu,ఓవైపు,ఓవైపు,Yes
french,ప్రెంచ్,ఫ్రెంచ్,No
cheyuvaaru,చేయువారు,చేయువారు,Yes
taditarulatoe,తదితరులతో,తాితరులతో,No
menon,మీనన్,మెనోన్,No
bahishkaristuu,బహిష్కరిస్తూ,బహిష్కరిస్తూ,Yes
shaeshayya,శేషయ్య,శాసయ్య,No
paalayyaadu,పాలయ్యాడు,పాలయ్యాడు,Yes
kunthii,కుంతీ,కుంటీ,No
negi,నెగి,నేగి,No
dorukutundanukunna,దొరుకుతుందనుకున్న,దోరుకుతుందనుకున్నా,No
padmamuyokka,పద్మముయొక్క,పద్మముయొక్క,Yes
atuvantodenaa,అటువంటోడేనా,అటువంతోడేనా,No
guduri,గూడూరి,గుడూరి,No
livonia,లివోనియా,లివోనియా,Yes
padagottaaru,పడగొట్టారు,పడగొట్టారు,Yes
therakundaa,తీరకుండా,తేరకుండా,No
mangaluru,మంగళూరు,మంగళూరు,Yes
whiisky,విస్కీ,వీజికీ,No
vein,వేన్,వెన్,No
whisqey,విస్కీ,వీస్కే,No
belagavi,బెళగావి,బెలగవి,No
aavaginjamta,ఆవగింజంత,ఆవగింజంత,Yes
hrudayamthoo,హృదయంతో,హృదయంతో,Yes
veyandantoo,వేయండంటూ,వేయండంటూ,Yes
andhramu,ఆంధ్రము,అంధ్రము,No
vamtakaalu,వంటకాలు,వంటకాలు,Yes
navanit,నవనీత్,నవననిట్,No
mera,మేర,మెరా,No
sashyashyamalam,సస్యశ్యామలం,సశ్య్యసమ్యం,No
ivi,ఈవ్,ఇవి,No
panghal,పంఘాల్,పాంఘల్,No
mosae,మోసే,మోసే,Yes
terrarism,టెర్రరిజం,టెర్రిరర్,No
ow,ఔ,ఓబ్,No
aagakundaa,ఆగకుండా,ఆగకుండా,Yes
chestaam,చేస్తాం,చేస్తాం,Yes
patakaalanu,పతకాలను,పతకాలను,Yes
medisins,మెడిసిన్స్,మెడినిన్స్,No
naayakulugaa,నాయకులుగా,నాయకులుగా,Yes
hrudayam,హృదయం,హృదయం,Yes
biocon,బయోకొన్,బయోకాన్,No
itivruttaalu,ఇతివృత్తాలు,ఇతివృత్తాలు,Yes
vir,వీర్,విర్,No
geluchukonundani,గెలుచుకోనుందని,గెలుచుకోనుందని,Yes
eemadhyee,ఈమధ్యే,ఈమాధ్యీ,No
chebutunte,చెబుతుంటే,చెబుతుంటే,Yes
vaddhannaa,వద్దన్నా,వద్ధన్నా,No
alochanalanu,ఆలోచనలను,ఆలోచనలను,Yes
thaleththi,తలెత్తి,తలేత్తి,No
ticket,టికెట్,టికెకెట్,No
paamditya,పాండిత్య,పాండిత్య,Yes
tolinallalo,తొలినాళ్ళలో,తొలినల్లలో,No
suchinche,సూచించే,సుచించే,No
shajapur,షాజాపూర్,శాజాపూర్,No
berwyn,బెర్వీన్,బెర్విన్,No
behar,బీహార్,బెహర్,No
pattukovaalani,పట్టుకోవాలని,పట్టుకోవాలని,Yes
dhaasooham,దాసోహం,ధాసూహం,No
giridih,గిరిదిః,గిరిడి,No
magani,మగని,మాగని,No
mayooram,మయూరం,మయూరం,Yes
ardhamlo,అర్థంలో,అర్థంలో,Yes
nirminchukunnaa,నిర్మించుకున్నా,నిర్మించుకున్నా,Yes
ayodhya,అయోధ్య,అయోధ్య,Yes
chandigarh,చండీగఢ్,చాంగాగార్,No
chinnathanam,చిన్నతనం,చిన్ననం,No
techchukuntunnaarante,తెచ్చుకుంటున్నారంట,తెచ్చుకుంటున్నారంటే,No
telipinatleenani,తెలిపినట్లేనని,తెలిపినట్లేనని,Yes
cheyenne,చెయెన్నె,చేయెన్నే,No
shabbir,షబ్బీర్,షాబిర్,No
vaanni,వాణ్ణి,వాన్ని,No
vegas,వేగాస్,వెగాస్,No
para,పార,పారా,No
lobhiraajulanu,లోభిరాజులను,లోభిరాజులను,Yes
apex,అపెక్స్,అపెక్స్,Yes
mungita,ముంగిట,ముంగిత,No
sariiramloeki,శరీరంలోకి,శరీరంలేకి,No
punzab,పంజాబ్,పున్బా్,No
upayogichaalanukune,ఉపయోగించాలనుకునే,ఉపయోగిచాలనుకునే,No
ojha,ఓజా,ఒజా,No
intintiki,ఇంటింటికి,ఇంటింటికి,Yes
edhigindhi,ఎదిగింది,ఏధిగింది,No
koppula,కొప్పుల,కొప్పుల,Yes
uchchulu,ఉచ్చులు,ఉచ్చులు,Yes
kaligenu,కలిగెను,కలిగెను,Yes
tinsukia,టిన్సుకియా,తిన్సుకియా,No
lohamtoe,లోహంతో,లోహంతో,Yes
chhindwara,చింద్వారా,కింద్వారా,No
samputalu,సంపుటాలు,సంపుతలు,No
phaaloe,ఫాలో,ఫాలో,Yes
crosse,క్రాసే,క్రాల్సె,No
raayi,రాయి,రాయి,Yes
dhaivaaniki,ధైవానికి,దైవానికి,No
shastrachikitsalu,శస్త్రచికిత్సలు,శస్త్రచిిత్్లు,No
worldwide,వరల్డ్వైడ్,వెర్ల్విడ్,No
maart,మార్ట్,మార్ట్,Yes
tulshidas,తులసీదాస్,తుల్హీడాస్,No
divyabharathi,దివ్యభారతి,దివ్యరాతి,No
ahalya,అహల్యా,ఆహల్యా,No
hrudayamto,హృదయంతో,హృదయంతో,Yes
jay,జయ్,జయి,No
tdpki,టిడిపికి,ండ్ప్కి,No
thelusukoovatam,తెలుసుకోవటం,తెలుసుకోవటం,Yes
masamalu,మాసములు,మసమాలు,No
pakistan,పాకిస్థాన్,పాకిస్తాన్,No
nivaasaanni,నివాసాన్ని,నివాసాన్ని,Yes
paalapunta,పాలపుంత,పాలపుంట,No
sarihaddulalo,సరిహద్దులలో,సరిహద్దులలో,Yes
paaraayana,పారాయణ,పారాయణ,Yes
vahinchindi,వహించింది,వహించింది,Yes
forest,ఫారెస్ట్,ఫోరెస్ట్,No
varasaku,వరసకు,వరసాకు,No
cheesukuntunnaarannadi,చేసుకుంటున్నారన్నద,చీసుకున్నన్నదన్నది,No
slooveeniyaa,స్లోవేనియా,స్లూవీణీయా,No
nadaf,నదాఫ్,నడాఫ్,No
kuuragaayalanu,కూరగాయలను,కూరగాయలను,Yes
yeyappudu,య్యేప్పుడు,యయాప్పుడు,No
kanvenshan,కన్వెన్షన్,కన్నెన్షన్,No
suri,సూరి,సురి,No
larsen,లర్సెన్,లార్సెన్,No
anusandaanamai,అనుసంధానమై,అనుసందానమై,No
gelupondi,గెలుపొంది,గెలుపొంది,Yes
kuki,కుకీ,కుకి,No
baaji,బాజీ,బాజి,No
pol,పోల్,పోల్,Yes
sannahalu,సన్నాహాలు,సన్నాహాలు,Yes
bellingham,బెల్లింగ్హామ్,బెల్లింగం,No
nirodhinchadaaniki,నిరోధించడానికి,నిరోధించడానికి,Yes
huffman,హఫ్మాన్,హాఫ్మన్,No
control,కంట్రోల్,కాంట్రోల్,No
ayinappu,అయినప్పు,అయినప్పు,Yes
ajeez,అజీజ్,అజీజ్,Yes
ryaaleeloo,ర్యాలీలో,ర్యాలీలో,Yes
monte,మొంటే,మొంటే,Yes
fertilisers,ఫెర్టిలైజర్స్,ఫెర్టిలిరర్స్,No
theratipally,తెరటిపల్లి,తేరటిపల్లి,No
annimtinii,అన్నింటినీ,అన్నింటినీ,Yes
chusukovalippudu,చూసుకోవాలిప్పుడు,చూసుకోవాలిప్పుడు,Yes
guma,గుమ్మా,గుమా,No
enchukunnaadu,ఎంచుకున్నాడు,ఎంచుకున్నాడు,Yes
gurtuchesukunnaaru,గుర్తుచేసుకున్నారు,గుర్తుచేసుకున్నారు,Yes
bhawanaalaku,భవనాలకు,భవనాలకు,Yes
mamtapamu,మంటపము,మంతపము,No
vyavaharinchaarannaarani,వ్యవహరించారన్నారని,వ్యవహరించారన్నారని,Yes
chaeraadani,చేరాడని,చారాదని,No
quraishi,కురైషి,కురాషి,No
astram,అస్త్రం,ఆస్త్రం,No
aahaaramugaa,ఆహారముగా,ఆహారముగా,Yes
stree,స్త్రీ,స్ట్రీ,No
manipur,మణిపూర్,మానిపూర్,No
balagaalato,బలగాలతో,బలగాలతో,Yes
mills,మిల్స్,మిల్స్,Yes
bush,బుష్,బుష్,Yes
loehiyaa,లోహియా,లోహియా,Yes
ekkinchaalanukunnaaru,ఎక్కించాలనుకున్నార,ఎక్కించాలనుకున్నారు,No
nirnayaalato,నిర్ణయాలతో,నిర్ణయాలతో,Yes
chestunnaarannaadani,చేస్తున్నారన్నాడని,చేస్తున్నారన్నాడని,Yes
toulmin,టౌల్మిన్,టూల్మిన్,No
uttama,ఉత్తమ,ఉత్తమా,No
chattabaddhamaina,చట్టబద్దమైన,చట్టబద్ధమైన,No
vivaahetara,వివాహేతర,వివాహేతర,Yes
hercules,హెర్క్యులస్,హెర్క్ల్స్,No
sikar,సికర్,సికరర్,No
nelakoolaadu,నేలకూలాడు,నెలకొలాడు,No
baetaalha,బేతాళ,బేతాల,No
vyasanamgaa,వ్యసనంగా,వ్యసనంగా,Yes
paalapuntha,పాలపుంత,పాలపుంత,Yes
thaatipoodi,తాటిపూడి,తాటిపోది,No
sikshanato,శిక్షణతో,శిక్షణతో,Yes
sienyaanni,సైన్యాన్ని,సీన్యాన్ని,No
chestondanee,చేస్తోందనీ,చేస్తోందనే,No
digvijay,దిగ్విజయ్,దిగ్వియే,No
jagdalpur,జగదల్పూర్,జగగలల్పూర్,No
chihnanni,చిహ్నాన్ని,చిహ్నాన్ని,Yes
vahinchimdi,వహించింది,వహించింది,Yes
universiteelo,యూనివర్శిటీలో,యూనివర్సిలో,No
itharamulu,ఇతరములు,ఇతరములు,Yes
vaasudevaraavu,వాసుదేవరావు,వాసుదేవరావు,Yes
grapevine,గ్రేప్వైన్,గ్రాపెవినే,No
mala,మాలా,మాలా,Yes
damarukam,ఢమరుకం,దమరుకం,No
varthapathrikala,వార్తాపత్రికల,వర్తపప్రికల,No
taanugaa,తానుగా,తానుగా,Yes
vidyaardhigaa,విద్యార్ధిగా,విద్యార్ధిగా,Yes
chainiiyula,చైనీయుల,చైనియియుల,No
ennadu,ఎన్నడూ,ఎన్నాడు,No
vimaanaallo,విమానాల్లో,విమానాల్లో,Yes
pasitiv,పాజిటివ్,పసిటివ్,No
undavani,ఉండవని,ఉండవాని,No
kariveepaaku,కరివేపాకు,కరివీపాకు,No
surgeri,సర్జరీ,సర్గెరి,No
renuka,రేణుక,రేణుక,Yes
chattabaddham,చట్టబద్ధం,చట్టబద్ధం,Yes
laadiga,లాదిగ,లాడిగా,No
mahesana,మెహసాణా,మహాశన,No
chandra,చంద్ర,చంంద్ర,No
erpadaka,ఏర్పడక,ఏర్పాడక,No
taralivelledi,తరలివెళ్లేది,తరలివెళ్లేది,Yes
avathaaraalu,అవతారాలు,అవతారాలు,Yes
perlanu,పేర్లను,పెర్లను,No
innovation,ఇన్నోవేషన్,ఇన్నోవేషన్,Yes
medali,మెడలి,మేదాలి,No
aamodinchaaru,ఆమోదించారు,ఆమోదించారు,Yes
bediripoyaarani,బెదిరిపోయారని,బెదిపోయిరారని,No
paarudala,పారుదల,పారుదల,Yes
aayurvedam,ఆయుర్వేదం,ఆయుర్వేదం,Yes
ahmadnagar,అహ్మద్నగర్,అహ్మా్్నగర్,No
dhashaabdhaalu,దశాబ్దాలు,ధశాబ్ధాలు,No
mm,ఎంఎం,మిఎం,No
paatavi,పాతవి,పాటవి,No
lawson,లాసన్,లావోన్,No
graamaala,గ్రామాల,గ్రామాల,Yes
konasaaginavaaru,కొనసాగినవారు,కొనసాగనివారు,No
pradesh,ప్రదేశ్,ప్రాదేష్,No
amaravati,అమరావతి,అమరావతి,Yes
villarreal,విల్లారెయల్,విల్లర్రల్,No
perukupoyina,పేరుకుపోయిన,పెరుకుపోయిన,No
sandarbhamuga,సందర్భముగా,సందర్భముగా,Yes
kar,కర్,కార్,No
weymouth,వేమౌత్,వేయూత్,No
parisramalalo,పరిశ్రమలలో,పరిశ్రమలలో,Yes
andhinchukuntunna,అందించుకుంటున్న,అంధించుకుంటున్న,No
mahaakootamilo,మహాకూటమిలో,మహాకూతమిలో,No
raakanu,రాకను,రాకను,Yes
maanusha,మానుష,మానుష,Yes
nolpaaj,నోల్పాజ్,నోల్పాజ్,Yes
malda,మల్డ,మల్దా,No
reserve,రిజర్వ్,రిసర్వే,No
meedhoo,మేధో,మీదో,No
aracheethini,అరచేతిని,అరచీతిని,No
mohandas,మోహన్దాస్,మోహందాస్,No
siddiqui,సిద్దిఖీ,సిద్దికూ,No
annadanam,అన్నదానం,అన్నదనం,No
prasad,ప్రసాద్,ప్రసాద్,Yes
intho,ఇంతో,ఇంతో,Yes
padhe,పదే,పాధే,No
choodakoodadanukuntunnadi,చూడకూడదనుకుంటున్నద,చూడదనుకూకుంటున్నదని,No
cler,క్లియర్,క్లర్,No
rattayya,రత్తయ్య,రత్తయ్య,Yes
aazaadh,ఆజాద్,ఆజాధ్,No
vaasudheva,వాసుదేవ,వాసుదేవా,No
pradeep,ప్రదీప్,ప్రదీప్,Yes
baedii,బేడీ,బేదీ,No
taataaraavu,తాతారావు,తాతారావు,Yes
comic,కామిక్,కోమిక్,No
minsipal,మున్సిపల్,మిన్సిపల్,No
paalpadinattu,పాల్పడినట్టు,పాల్పడినట్టు,Yes
kamaljaa,కమల్జా,కమల్జా,Yes
sakramaina,సక్రమమైన,సక్రమైన,No
istundani,ఇస్తుందని,ఇస్తుందని,Yes
balapadutuu,బలపడుతూ,బలపడుతూ,Yes
taakidi,తాకిడి,తాకిది,No
stafford,స్టాఫోర్డ్,స్టోఫరర్డ్,No
sahakaristundannaadu,సహకరిస్తుందన్నాడు,సహకరిస్తుందన్నాడు,Yes
ennadoo,ఎన్నడూ,ఎన్నదూ,No
mutyalu,ముత్యాలు,ముత్యలు,No
biocon,బయోకాన్,బయోకాన్,Yes
dharalu,ధరలు,ధరాలు,No
aventura,అవెంటురా,అవెంటురా,Yes
samaddar,సమద్దర్,సమాద్దర్,No
vargiikaranaku,వర్గీకరణకు,వర్గీరకణకు,No
gadge,గాడ్జ్,గాడ్జ్,Yes
narasingaraavu,నరసింగరావు,నరసింగరావు,Yes
saarinchindi,సారించింది,సారించింది,Yes
edigaaru,ఎదిగారు,ఎడిగారు,No
deniki,దేనికి,డేనికి,No
teesukovaalannaaru,తీసుకోవాలన్నారు,తీసుకోవాలన్నారు,Yes
prathibimbaanni,ప్రతిబింబాన్ని,ప్రతిబింబాన్ని,Yes
oopikaagaa,ఓపికగా,ఊపికాగా,No
swaatamtyram,స్వాతంత్య్రం,స్వాతత్ర్యం,No
lucqy,లక్కీ,లుక్ీ,No
bhadratala,భద్రతల,భద్రతల,Yes
iddarilonu,ఇద్దరిలోనూ,ఇద్దరిలోనూ,Yes
roopamai,రూపమై,రూపమై,Yes
padaleedhu,పడలేదు,పదలీదు,No
balapadetlu,బలపడేట్లు,బలపడేట్లు,Yes
velugondutoone,వెలుగొందుతూనే,వెలుగొందుతోనే,No
telusukonnaaru,తెలుసుకొన్నారు,తెలుసుకొన్నారు,Yes
sarvothama,సర్వోత్తమ,సర్వోతమా,No
potunnadi,పోతున్నది,పోతున్నది,Yes
naaraayanade,నారాయణదే,నారాయణదే,Yes
aavidhangaa,ఆవిధంగా,ఆవిధంగా,Yes
nirvahakudu,నిర్వాహకుడు,నిర్వహకుడు,No
lara,లారా,లారా,Yes
bereeju,బేరీజు,బేరీజు,Yes
arhatalu,అర్హతలు,అర్హతలు,Yes
peralta,పెరాల్టా,పెరల్తా,No
sainyaalanu,సైన్యాలను,సైన్యాలను,Yes
thooluku,తోలుకు,తూలుకు,No
kartanlu,కర్టన్లు,కర్తన్లు,No
bodh,బోధ్,బోధ్,Yes
naate,నాటే,నాటే,Yes
manikanta,మణికంఠ,మానికంతా,No
perugudalatoe,పెరుగుదలతో,పెరుగుదలతో,Yes
dwevedi,ద్వివేది,ద్వేవేది,No
calendar,కాలెండర్,కాలెందర్,No
meetarla,మీటర్ల,మీటర్ల,Yes
aamoodinchee,ఆమోదించే,ఆమోదించే,Yes
apple,ఆపిల్,అప్ల్,No
vadaina,వాడైన,వాడైన,Yes
rama,రామ,రామా,No
turbine,టర్బైన్,టర్బిన్,No
chuusaemduku,చూసేందుకు,చూసేముకు,No
